pathway	description	sample100	sample111	sample112	sample113	sample114	sample115	sample126	sample127	sample128	sample129	sample130	sample141	sample142	sample143	sample144	sample145	sample156	sample157	sample158	sample159	sample160	sample171	sample172	sample173	sample174	sample175	sample186	sample187	sample188	sample189	sample190	sample201	sample202	sample203	sample204	sample205	sample216	sample217	sample218	sample219	sample220	sample231	sample232	sample233	sample234	sample235	sample246	sample247	sample248	sample249	sample250	sample261	sample262	sample263	sample264	sample265	sample276	sample277	sample278	sample279	sample280	sample291	sample292	sample293	sample294	sample295	sample306	sample307	sample308	sample309	sample31	sample310	sample32	sample321	sample322	sample323	sample324	sample325	sample33	sample336	sample337	sample338	sample339	sample34	sample340	sample35	sample351	sample352	sample353	sample354	sample355	sample366	sample367	sample368	sample369	sample370	sample381	sample382	sample383	sample384	sample385	sample396	sample397	sample398	sample399	sample400	sample411	sample412	sample413	sample414	sample415	sample426	sample427	sample428	sample429	sample430	sample441	sample442	sample443	sample444	sample445	sample456	sample457	sample458	sample459	sample46	sample460	sample47	sample471	sample472	sample473	sample474	sample475	sample48	sample486	sample487	sample488	sample489	sample49	sample490	sample50	sample501	sample502	sample503	sample504	sample505	sample516	sample517	sample518	sample519	sample520	sample531	sample532	sample533	sample534	sample535	sample61	sample62	sample63	sample64	sample65	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample96	sample97	sample98	sample99
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	16225.6262	19528.4843	14852.0548	16404.0677	25335.2183	19945.8911	16932.4786	39219.4593	21946.9593	29966.6794	38526.394	8650.2352	11056.5461	29728.1995	9971.7797	15419.4949	19302.6772	26773.4896	16235.7614	24854.2849	14968.6965	23800.2099	31104.95	20248.3298	35539.9458	30946.3454	13398.0152	26085.8381	19893.6072	25086.1759	20134.5334	29457.6971	30726.7265	19181.9854	23097.5019	31546.6875	29961.1078	33695.4271	25169.5362	22655.5588	25848.7291	24382.311	28595.9494	31496.9055	21804.2422	29734.5878	22436.7287	28230.2875	21166.5182	15582.1364	31183.2613	21160.3614	21315.4774	25478.7053	23749.6854	31225.6712	11601.9028	19420.0349	28075.9192	25588.2076	14572.5326	34415.9926	70573.8159	33310.4512	66957.2294	56630.5934	29258.7482	83196.3972	20350.9936	52233.2899	15232.3654	54738.9952	12216.1399	35437.6148	24336.7356	26086.7674	25958.0988	30366.5082	11485.6691	30078.2659	50079.1435	32453.7632	56176.2473	11629.8922	78933.8736	16687.2969	22028.963	52967.4579	41806.655	40236.3467	59141.8356	50066.4477	56922.0845	23215.1771	63987.0693	65933.8904	54418.7277	75486.0406	49495.5822	69614.7712	75648.3335	19957.4205	61601.1212	34927.2687	53531.1915	49447.5588	19868.4133	12371.7413	13243.4196	13760.0542	23955.228	77269.9705	52165.7895	56518.5966	26458.4469	22265.7952	41952.097	28060.5938	49571.4091	18583.9582	33030.9853	34272.5619	38950.1015	54840.0275	25104.5991	13503.1615	48996.5352	8607.6024	28447.395	32509.1698	29601.6948	22560.5439	36347.3264	9396.1585	17297.0735	30667.0305	29420.0321	28961.6906	14872.4618	24732.1772	9670.2358	18436.7967	41226.3775	27349.6201	26656.558999999997	6934.5403	6492.5133	20481.7006	8281.9414	6477.24	11972.7846	13995.896999999999	9849.3248	16908.4722	20008.4486	22147.0777	21364.7493	9047.6641	9696.8071	9584.376	8888.2265	16401.6784	14521.1388	6966.7619	25674.4776	14039.4288	8973.0328	12411.1274	22840.6839	17229.63	16829.0008	18462.1307	22170.4925	15275.7077	15118.4128
GLUTORN-PWY	L-ornithine biosynthesis	49305.0926	64410.1425	34051.7553	48985.6617	48571.9032	60422.5754	67156.1787	63824.3794	57469.5983	68397.178	81027.9631	22927.4829	33715.4981	47293.3097	43934.4431	45407.812999999995	45467.0042	34280.4429	34950.6229	41346.1643	83221.6638	33937.9362	44184.075999999994	77507.6466	48438.484000000004	48113.1618	21519.0199	34888.9692	34450.0106	35704.9046	35207.4142	50196.7046	48104.3948	77944.7577	36865.837	54342.1833	67148.4768	52440.1409	88557.8066	39376.3481	43188.2323	44070.119000000006	41262.99	62259.0721	24752.4562	49390.0993	37185.2877	55731.7979	38754.1218	28124.9572	59098.7948	29720.3241	31166.9075	45981.5526	28516.2939	52106.649000000005	37144.6929	38011.0452	56466.1649	41677.5969	27824.2836	37964.4716	75186.3334	54086.6752	71435.0728	56684.4053	36416.1167	87017.9568	35858.1478	51113.3723	50015.9459	54947.5465	47445.3796	43784.7633	28127.7197	27026.2397	50935.094000000005	43501.9993	50539.587999999996	49147.008	64076.9431	81044.2666	61025.4395	53880.2052	79463.7261	60550.5228	35518.2027	52106.1932	96958.1966	38157.0465	58259.6654	80142.9197	63631.5955	31097.9692	63952.832	64800.695999999996	105185.5754	72637.3283	49610.4078	71724.3806	71495.7459	34952.6329	58655.7641	40953.3039	56967.9402	56165.8368	56182.9257	76187.0436	78131.4587	53321.6824	156936.8771	90693.7514	57916.9078	67200.6856	34569.005	72905.0901	45186.5378	50521.0059	62426.0102	31934.4608	82615.369	42314.905999999995	70087.1684	56728.4314	32423.2537	40585.0598	85440.2022	60499.697	34768.0186	35154.9706	33018.4622	40495.0675	54612.7701	68695.0184	20700.9597	63768.9109	34014.8318	79785.2945	64079.4566	47464.7057	84078.29400000001	29711.0154	52689.3024	39602.9326	51810.3687	51201.7821	36181.9486	67543.1462	39158.2301	23460.06	27991.6427	35134.8312	27433.1626	34047.8205	39327.4161	41282.5402	40649.8066	49566.0167	71377.9348	47298.0763	60295.1992	38263.4412	55707.8501	43254.8935	56811.3142	46181.3793	37916.0937	58186.9593	57327.0696	47821.6116	62486.0604	46516.0636	67475.2832	37061.6085	27742.0331
GLYCOCAT-PWY	glycogen degradation I (bacterial)	48538.7142	65853.021	37464.4996	47806.0192	50706.6596	58396.9497	70701.3482	71106.0383	61846.8755	76689.9357	84221.2015	25988.1506	47243.4313	96587.0633	43482.7634	66128.4897	65129.0704	49357.8567	48942.687000000005	57337.6105	98061.5624	49096.1206	60387.2357	97061.2196	63640.9522	69206.90400000001	30414.2441	49506.2342	42605.2172	48765.9819	45284.7906	56198.6735	63044.4595	68241.4088	49088.8907	64616.723	72893.387	65323.7018	61635.9402	49400.5327	49550.6931	52538.5788	52097.3433	70156.0173	37285.3253	61487.1017	42711.9362	61911.292	47135.6835	35746.7301	64634.3203	38261.3455	39555.736000000004	53814.2741	39441.0146	66148.1689	44715.8461	43862.5965	46760.9418	51263.8668	33471.7487	55162.2273	108306.4403	48480.3943	97925.4161	78739.1184	50308.7892	129791.9758	29373.8255	71720.194	66084.6436	79011.5445	57504.1006	60559.0576	40452.594	39877.4772	41428.0674	62753.8457	57986.6646	64855.9635	88950.3447	49896.2931	92090.3099	73244.5375	131574.7664	76236.5996	40414.3904	82266.7155	71556.0882	57424.8985	94332.1921	92715.0653	91583.5219	30272.6407	100527.3764	100964.9406	111240.2742	109578.1402	63589.1783	103975.1458	109232.825	39620.9376	85855.9597	46190.5915	84065.4182	76101.5555	79418.4159	77066.8291	69925.5281	57603.3792	63647.5133	128114.1673	83797.326	99706.9593	48188.1319	31787.537	69946.0918	56569.7193	88309.3834	34672.9436	48002.3826	56474.624	82982.0734	85571.0219	37607.2412	48407.9809	70729.8493	53657.9602	54725.8513	57686.6652	55123.6784	41382.3174	50975.1636	63258.3761	36747.1133	61298.1787	56620.5872	70465.2969	54961.8013	36800.571	63701.3358	37708.7407	81689.1699	56002.3518	54223.907	37772.8664	42226.7651	75343.7045	51611.4253	27368.8696	38019.1495	45792.7927	33748.4064	49315.6904	56305.0496	60561.7817	44527.556	57867.1203	70849.583	38774.1391	46858.5405	43277.4107	52242.695	43222.1469	48655.0142	47329.9189	32061.2525	56525.18	47302.6597	38896.9473	59048.0677	39003.13	65553.0529	32762.2	27633.8536
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	31431.7037	49064.2294	27393.092	36107.7043	44525.4132	43611.8084	52797.4989	58424.0239	49176.3376	67196.6615	64925.2452	20994.0217	43903.8975	52582.8142	37036.4969	47345.6154	48193.7998	28621.3314	36712.6609	47664.4205	42017.8312	27879.3438	42722.024000000005	44029.1927	42983.1756	43129.8011	21908.7107	41684.6308	30119.4428	36769.3522	31076.7131	47230.2562	51959.5941	51546.0391	30969.6603	47693.8757	65838.0956	46239.2076	45612.2404	32903.581	36655.8114	35748.5459	34472.0317	60506.1704	24397.3715	44091.9597	21167.299	35490.2514	34143.9412	24110.3244	41693.3783	28290.8163	28621.2242	49168.3554	28112.2788	48465.3101	40250.5191	32357.5598	36478.0346	41883.6227	28637.4236	27141.4845	53034.0484	39737.0911	33758.8641	23191.8339	26665.4258	56718.3242	21044.3985	20214.9186	61166.361	31750.4697	54044.4107	35077.5227	13186.8078	19581.5661	29599.0575	45520.4023	49884.8256	41298.5607	30885.3771	34930.8944	33599.9601	64883.71599999999	72633.187	73127.6464	20309.8991	31027.202999999998	49731.5295	16904.3134	41119.5504	75178.1176	31945.7712	21438.7269	32578.4018	42557.8492	76820.2824	50796.5271	49424.5073	36906.9992	38228.1008	26584.8328	23067.6516	34267.4922	27061.6517	28087.2878	64005.7237	68022.7266	65254.842000000004	54984.3928	53678.0638	34510.0905	21487.997000000003	49773.6569	25171.212000000003	18137.9298	36222.9905	40444.9098	54945.4537	21427.1469	35810.7762	33415.674	59073.6531	43815.9243	29676.1041	41764.1522	50641.1646	43297.4996	29601.4961	29282.8427	29614.0045	27996.2511	37183.9262	47793.7742	19755.7175	42733.1399	38999.0625	49422.3785	42890.6206	24674.7639	46247.0213	25091.7626	55887.5895	32659.7514	42411.0958	32276.6068	44072.795999999995	83045.7041	49944.3603	27708.756	35632.5049	42705.757000000005	30231.0893	41715.7746	49585.1301	53183.2835	38943.6082	45984.6174	60607.8973	28939.3436	35305.7582	39804.9988	44070.1009	37163.009	42876.3661	40578.2147	26643.4156	43903.1408	40887.011	31085.1871	48840.0771	19195.2922	41697.9293	19080.4185	24647.0711
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	59.7776	69.7086	37.549	19.9651	110.0865	73.9942	105.6189	84.3292	145.2838	143.3692	85.6521	59.9455	224.4809	3910.5061	806.5883	699.0673	132.9926	248.702	675.4725	130.3594	109.7037	181.7515	227.827	47.2046	190.5746	28.4464	115.6924	104.3434	76.9113	267.4362	249.3975	1314.0213	163.926	175.2659	294.3588	119.3076	138.3234	187.7669	173.0113	185.5808	81.7353	156.9952	49.4882	185.1563	92.546	76.2796	154.5434	172.8476	82.7972	351.0487	151.9161	202.893	93.3388	230.1085	495.0861	495.3272	62.5097	3773.2967	23889.8644	12816.0136	2652.5059	42.5216	1858.8052	32476.4285	6690.2799	2491.9874	52.498999999999995	591.02	20294.7152	1369.1760000000002	117.5544	649.1418	481.1031	90.4982	64.3155	1739.9117	25103.8441	461.4791	56.9096	115.51299999999999	1052.6347	32438.0003	1919.3855	36.9522	2652.8298	144.3518	39.2389	724.9398	39219.8793	1441.4796	1132.8932	61.397	159.8393	21818.3132	778.1104	391.9803	203.7872	551.7733	47877.2762	2810.5268	197.5567	140.5656	200.0958	35231.1328	1277.1283	582.0066	4993.147	2560.2806	2285.3321	1473.6406	20086.0769	2925.8984	3373.3417	2460.1012	939.817	10236.1245	574.4653	282.8643	596.419	249.138	26764.4278	737.298	500.1442	238.3	182.9569	83.2732	49920.3279	149.2707	756.4501	601.4967	878.8163	331.3206	36202.5275	66.2196	357.73800000000006	433.4191	374.36800000000005	1083.3001	61.7092	22056.6134	102.6751	427.7374	860.4456	727.8635	557.6981	1277.504	293.6862	491.1894	201.2853	199.3009	261.5804	396.8974	1016.5681	87.384	170.3628	158.0032	90.2379	88.9587	97.5724	44.4044	122.5956	105.012	692.4293	40.2603	59.1729	58.6722	23.9588	62.887	73.4028	55.1351	75.4879	29.8992	47.0649	44.9456	20.8946
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	51765.0328	70605.27	40040.0266	51048.3673	54664.742	64577.1436	74620.0259	65799.9894	63681.324	77554.99	79433.9842	29796.6326	50772.59	99444.002	54192.4626	67788.33099999999	66126.8845	48881.3581	48828.276	56581.2062	105576.5266	48994.6932	60185.695	100676.8832	64172.0247	70140.7129	30839.5284	48285.0954	44283.3569	50647.8468	46572.1825	61382.4553	65409.2211	84642.8728	53322.0416	71484.4575	77749.9655	70201.3181	78479.3394	53823.1116	54581.4036	56956.0284	56084.0633	75717.9329	38243.1924	65643.1105	45964.931	69101.8669	50484.0677	38653.2845	72978.0659	40834.1972	42752.413	55757.2418	41567.5353	70686.3918	42979.269	52893.5459	68022.6603	60833.7329	40119.7586	52939.0491	105368.2539	66803.7653	94733.6248	75114.0576	51031.3258	124350.7727	39877.7901	66646.615	60899.1955	75330.8016	53385.8922	61405.8871	40595.7754	41803.1084	58597.8762	63805.6899	62356.3808	65225.1696	88447.8133	79063.6226	94223.2853	64090.2128	134125.0325	73524.3644	42095.5458	82725.1009	99200.7805	58826.4077	97457.1888	86704.6063	90709.4016	39208.1589	99587.8373	103220.3758	110847.5185	111361.8664	72631.2228	103545.6204	110771.6779	40336.7327	86902.9906	53741.9467	85883.8509	76106.5554	82374.8019	100535.0787	94243.4068	68800.5594	129365.977	126327.69	83516.6822	98467.1703	48977.0759	56632.4291	70286.9748	59053.6716	87938.0831	37029.7634	81594.0674	59571.1204	86166.6532	83663.6461	38050.1505	50156.9103	96044.1695	60466.356	55355.3157	56915.1349	54969.8937	46696.722	66739.3099	68352.9326	35753.4822	67286.7036	55764.0058	85690.0551	63564.0619	54299.6571	75753.4055	38501.3373	81570.8163	57256.4849	60107.4819	58600.0955	34607.2248	68337.5661	37961.2462	25765.7669	33561.1447	40487.0179	30900.9711	46392.1308	49162.0824	54546.2401	47844.5868	56959.398	74915.4138	45137.3756	56556.8331	42701.0904	59365.7752	47477.5318	57362.1093	51597.9932	37449.1502	63026.7642	56292.6426	46095.1299	66243.6655	44447.6987	70570.6051	36422.0757	29812.6233
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	28143.7621	35357.0419	20417.4282	28574.5366	27306.4185	36032.6707	43988.3524	24168.8372	38555.1455	46148.8553	38683.0289	16224.8941	21648.2123	52742.0564	29936.4406	41635.2528	25411.6359	16523.4539	9062.0339	26523.0232	30426.7779	21629.0138	30368.8994	14555.9211	28491.7043	32557.8938	11753.7179	25812.356	24097.3407	23472.966	24103.356	32812.054	34231.506	40950.3621	28745.1576	40421.8766	43924.6592	37704.9282	46606.8815	29224.1538	30349.1338	32825.9423	32745.0505	42772.0515	16850.9398	37280.3916	28090.8718	40795.8353	28179.5057	20547.6101	43210.0578	21786.6272	22956.5884	25425.7665	19445.1238	37400.7334	23125.6338	31962.6641	46537.742999999995	38854.6984	23004.9284	22922.5347	50484.2299	49110.794	36975.0107	29295.8243	26551.7014	52503.569	29367.5244	21875.9604	23088.5952	24045.58	25615.3647	27938.9354	15842.8468	17343.6817	41702.9702	23660.4509	32653.8483	27319.7184	32633.2622	52662.9341	40039.8109	20799.9591	36271.2599	27935.8242	22490.6514	26568.1337	66330.181	19450.6617	33942.6986	24761.9991	27159.3029	31026.277000000002	23427.1654	34535.1615	54782.8494	29528.5437	61372.4703	31949.5019	20788.5519	18109.3377	19156.4047	44405.0516	32348.3172	27262.6565	49578.1172	41627.3319	44123.6116	33559.7987	54269.7993	94796.6538	47421.3442	69655.6888	37740.1942	38199.3303	50044.0349	39703.0722	46844.3971	27347.938	55893.6355	40366.6505	59056.7511	38710.079	30540.1035	25911.5579	71750.385	34684.332	39957.9408	27303.8501	33590.3026	31511.4163	51696.0583	40740.1513	23429.1989	47796.7925	20985.4182	52571.2147	35742.687000000005	43815.7211	45630.5731	26506.3755	44336.4967	39161.5096	36364.4689	23372.8337	18130.9432	31030.6351	9424.2672	11046.5925	14425.9418	22327.3418	17145.6306	20318.5957	25159.8977	20917.9458	28118.4904	31671.813	36378.2794	26282.3225	34261.2187	23664.7982	36086.8125	26854.2487	32207.6128	29015.1209	20411.5532	39172.1866	28912.4458	28345.6959	37518.7472	28462.4306	39371.2328	22210.4913	15220.6299
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	146.809	125.7361	90.3988	59.9218	170.3921	142.5602	279.1625	226.1721	274.4478	323.2461	173.8721	186.7282	157.7857	17675.2628	21636.3671	12912.247	252.6527	183.7377	177.7767	142.6284	129.4807	232.0849	201.0361	128.1017	116.8303	81.7474	124.12799999999999	165.9682	113.8618	229.55	147.2604	240.4453	102.8032	165.7859	191.7538	135.5155	65.4433	106.5271	189.6535	206.7666	153.1627	168.3077	93.0135	242.3782	150.9968	198.8522	82.8894	167.5287	136.2159	152.5151	222.1105	328.1168	207.2323	283.2702	248.30900000000003	372.11400000000003	241.5884	8879.2718	49830.1207	26736.6889	6584.9014	162.2245	5447.0285	54555.5448	20631.3704	9690.4786	242.8623	2482.7319	34767.6079	5468.6551	205.6052	2893.9249	1100.6506	389.3113	302.4318	7790.6615	44420.552	1795.3426	112.2022	514.9869	3621.7487	64339.5639	4974.02	80.0977	8262.5932	343.338	178.8318	2785.0111	78706.1251	4695.5704	2755.9752	294.4753	578.3207	35185.489	2544.7561	1782.0641	1015.9368	2237.6661	65657.9365	9959.4236	893.6721	681.2592	864.0773	49358.4408	3804.0756	1758.3795	27239.4998	43910.2957	41392.6581	20796.2901	91971.9626	15936.9165	14705.271	22777.7364	9139.2263	29527.415	14441.691	14149.8941	10686.3735	9531.3071	66038.7667	16252.8633	26018.3909	7253.0295	5444.3847	244.0948	84129.0991	263.0537	8984.9797	3260.9015	8621.2108	6795.2046	60918.4968	102.3512	4341.5284	19107.1835	2417.1066	39121.1041	126.1364	48216.8906	200.3843	9843.0845	9073.9419	13173.8629	6645.7412	29289.6796	378.4852	653.5398	343.0179	322.6707	695.8760000000001	1290.0314	2344.0812	389.676	672.8719	643.6503	215.6972	199.9816	173.0569	94.3362	242.6517	203.1277	1368.4294	87.8971	177.0639	175.4744	53.9187	137.6027	206.8337	174.2284	141.5975	74.6855	96.1034	106.5011	37.7312
GLYOXYLATE-BYPASS	glyoxylate cycle	59.9494	69.9469	37.6327	19.9941	111.4813	74.3111	105.87899999999999	84.5916	146.2304	144.0939	85.9385	60.8979	240.5403	7386.604	10068.4551	5665.2672	150.8028	290.1069	736.8660000000001	139.1627	118.9144	220.485	268.8368	48.648	199.829	28.6508	132.4615	110.6098	80.189	281.2147	269.4304	1829.5886	174.5472	185.5425	309.9196	120.7814	142.4576	208.1651	181.0686	192.253	84.546	171.1265	50.9464	206.6622	95.7237	77.9037	174.1864	193.9759	92.5055	423.9407	162.0807	240.8184	99.2598	282.4085	713.0013	667.2860000000001	62.9201	4732.9863	41019.1775	20472.5308	3665.2559	43.9774	2454.7802	40578.5913	14627.6172	4818.2824	54.9597	764.8409	27222.7177	2548.448	117.8397	1293.9245	489.4752	97.8956	76.9062	3642.1527	33262.2813	527.3228	56.9627	121.8495	1519.9781	48002.4805	2452.9544	36.9831	4216.5639	144.7738	41.9702	857.8699	60625.0781	2038.149	1368.5768	68.9658	171.5961	25475.5107	949.3872	440.7783	237.0936	695.5874	51948.2032	5684.6589	222.7309	158.618	245.8032	39886.2047	1761.4171	852.686	16343.3606	23120.6438	20182.3611	16015.3611	53209.2353	15742.7782	8141.0218	10274.2932	6392.4233	16984.1386	8187.9081	4587.9833	4002.1042	4642.6441	48921.3787	6222.0369	9852.2135	2317.8802	1715.759	83.413	65585.5847	149.7485	8034.9587	2354.9388	3616.2097	3153.5523	52133.7485	66.2998	4145.3884	6258.8730000000005	622.4362	17762.6738	61.7974	37635.1335	102.9036	3706.9427	3322.2164	4613.3963	2313.6587	15496.9869	332.0242	551.674	223.8042	247.0924	359.3592	417.9211	1221.7965	88.8758	173.8386	162.248	90.4841	89.1087	97.8995	44.4702	122.9367	105.4173	701.8702	40.3162	59.2782	58.7736	23.989	62.9573	73.6294	55.2362	75.6187	29.983	47.1374	45.1571	20.9885
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	13.0309	16.9735	7.917999999999999	4.7256	171.2901	7.4378	10.9682	12.3192	36.4664	18.8693	7.8908	221.4242	157.4533	286.3278	172.6526	96.9438	183.4204	106.1219	200.0451	279.1799	168.97400000000002	45.0929	199.1587	40.9897	133.3922	152.8954	58.1006	184.2679	101.1831	86.4063	62.4034	98.3645	159.5491	120.9875	41.7502	46.9191	263.8828	93.4292	26.5677	26.4338	0.0	42.688	136.842	179.1401	17.6091	104.3638	8.3417	106.6661	25.6138	0.0	14.0047	0.0	18.9556	33.3273	27.4421	38.3199	288.1358	149.2488	227.5675	424.1259	60.0833	8.5823	64.3315	965.5899	143.4226	19.6632	64.8166	62.0718	1216.2302	8.4426	778.7207	39.7751	608.7927	125.1467	2.2828	18.4025	1500.0649	21.2517	641.3330000000001	32.2503	15.377	2458.9555	63.5708	830.6245	36.6091	1071.3048	4.4252	0.0	3887.6602	1.9231	6.9942	52.4543	11.0484	4936.3335	71.4151	35.8474	20.2003	0.0	2839.6391	3.4988	3.9316	2.925	25.7121	2555.3564	15.8778	1.1317	327.1208	385.3075	241.7271	139.6891	274.6695	216.5742	58.7416	330.2637	39.2276	98.3961	249.1953	158.4432	80.559	25.7037	174.5325	235.5644	255.35	68.3993	35.6678	398.1498	139.5286	149.89700000000002	93.3601	38.6479	82.3747	103.2075	99.3398	143.42600000000002	20.910999999999998	79.4891	57.0356	400.2685	123.1718	118.195	236.6804	70.1243	142.3738	77.0597	140.0333	130.5192	204.688	590.8240000000001	105.8129	63.3173	126.7783	180.0461	103.1107	108.0663	179.6165	168.3373	189.50099999999998	124.9526	57.102	194.6718	178.42700000000002	471.9308	101.7404	18.643	315.1185	43.00899999999999	26.1008	8.7147	13.6914	54.2481	16.9247	5.1493	4.0915	1.8096	16.743
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	8.1818	10.3636	9.5455	5.4545	17.1498	13.9091	12.5112	13.0909	12.2727	5.0469	6.5455	15.7441	11.7273	22.6705	23.7273	14.4545	13.0433	13.6364	10.3636	10.6364	7.1247	11.1073	7.1296	12.2727	8.4138	0.0	4.9091	7.9846	5.7273	6.8182	7.6364	10.6475	9.0	11.4545	12.0	6.8182	5.1377	1.6364	9.0	11.3131	12.8182	6.2727	6.5455	8.1818	2.7273	13.0909	6.3696	8.7273	7.5525	3.0	13.9091	17.4545	21.5455	15.2727	8.7273	48.6295	16.0909	1404.0709	22136.7273	7568.1818	1073.1818	9.8182	676.8642	30573.8729	4335.4054	1344.5455	13.9091	177.0	19001.0829	705.4705	27.8182	345.9623	96.664	21.5455	17.1818	1045.7836	22873.1485	144.2727	13.6364	22.5968	412.0909	30218.8413	678.6919	7.6364	1167.6929	12.2727	9.86	228.8182	34746.7095	561.0	372.5455	18.8182	42.2727	20213.9817	249.2727	115.9059	38.4545	163.3636	44310.404	1570.0654	25.3636	16.785999999999998	34.8765	32916.7575	440.1751	213.0	1762.1887	118.294	58.6364	45.8182	18450.7026	174.0	1848.119	43.6364	22.9091	9626.4545	85.9091	19.9091	18.5455	15.2727	25151.8085	112.9091	27.0	18.2727	7.9091	10.9091	47424.7438	18.3775	20.9235	27.8182	6.0	10.0909	34269.5206	12.8182	5.7273	29.5054	22.5128	28.2083	11.7273	20266.9091	22.9091	9.2727	32.1818	28.0909	23.8966	12.2727	5.1818	12.2727	7.6364	3.5648	9.564	67.6364	315.6643	9.0	16.0909	15.4762	15.2195	12.7107	8.7273	9.2727	14.2629	14.6688	168.8182	7.9091	11.7273	9.8182	6.5455	15.5455	14.7273	11.1818	12.2727	3.8182	10.2703	10.3636	5.7273
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	740.5639	213.9823	130.0751	587.0202	89.3324	101.8128	475.85900000000004	268.9889	140.3225	334.9149	172.9173	354.9435	346.8848	1249.6617	1192.0168	547.688	1692.4547	1094.0926	1239.5113	4164.9973	5592.2734	162.8668	513.8978	42.3705	3760.6913	848.1068	3872.2578	2220.6995	99.521	1793.0163	326.86	342.2111	573.78	164.7202	159.5905	343.1268	7304.4675	454.1247	729.4235	296.6854	409.1869	769.4144	2401.0877	1849.8162	1058.836	4208.6457	92.7643	145.4848	225.6135	222.6161	268.0106	294.5071	127.1649	4206.4611	304.1345	266.2706	1924.1795	4473.6198	28740.6219	10699.3617	2070.6133	282.881	1205.6686	36509.0009	6308.3443	2272.0742	521.6496	448.1305	23498.9297	1202.3497	9264.3566	642.8132	4675.0137	193.4787	87.9352	1699.8973	29288.7173	601.7692	7492.291	407.8663	736.4343	41608.3349	1172.7423	5974.6706	1925.3856	7570.9336	186.3442	1069.6328	47621.7378	929.3467	2292.6052	160.9585	832.3521	25041.1292	1110.11	2077.1978	323.6909	1079.7308	44704.9161	2586.3407	1455.4186	121.5892	260.73	34853.9863	835.2121	420.50800000000004	3039.869	2400.0632	3712.5389	1114.1631	30472.9161	343.5372	3168.5121	455.7257	218.1439	15418.1528	179.9619	359.3154	132.4313	478.9909	39687.4103	218.3092	463.8798	106.2835	122.2026	10594.7115	57620.6227	8190.0026	299.1502	114.2213	156.7131	169.9737	41881.1791	6952.3744	172.3942	288.4592	150.3773	1243.8038	8721.7758	34788.0919	8852.0453	188.4541	234.6092	337.8247	199.9321	928.1207	4480.5415	4151.8174	652.6979	624.9188	1354.1698	2278.5413	809.0265	756.4391	784.4628	941.1816	4637.3433	3385.9221	3980.1904	4091.3837	4695.8737	3257.417	5664.7561	4509.9888	4631.6747	3522.2309	2240.5763	5459.8768	3069.2642	4170.1435	3640.9679	630.2285	1633.4261	579.7664	258.225
