,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample169,50047.47155585317,43074820.04701507,44381.72005896413,12275.794909926248,44381.72005896413,110482.1541893362,30217.341316741535,44381.72005896413,56657.51496889038,101457556.34670818,6525057.1405838765,44381.72005896413,44381.72005896413,100907978.45150992,92186498.31396541,17962320.828970548,101523656.78083853,93803126.07441108,313504.9161611934,1164311.9326106973,935793.2889028394,5684637.335212001,50047.47155585317,50047.47155585317,44381.72005896413,7312596.598651451,1822483.398165974,3813995.04932247,4151107.2633873685,231351.51945630237,44381.72005896413,1238910.993986403,0.0,198301.30239111636,0.0,30217.341316741535,949957.6676450621,30217.341316741535,110482.15418933626,14164.378742222596,14499602.372455196,5641199.907069187,6352251.719928758
sample170,81008.56202678279,66795899.13547669,81008.56202678279,11572.651718111823,81008.56202678279,410829.13599296985,89688.05081536666,81008.56202678279,102707.28399824246,144820163.6004514,15481314.83590409,81008.56202678279,81008.56202678279,144023097.21336645,121417368.66349979,22274461.39443573,144859221.30000004,123705860.54075637,888201.0193650826,1439348.5574401582,1380038.7173848352,5340778.767908608,102707.28399824246,102707.28399824246,91134.63228013064,5332099.279120023,13803280.336777875,2164085.8712869114,2903288.999781304,859269.3900698031,91134.63228013064,1463940.4423411458,0.0,135978.65768781397,11572.651718111823,67989.32884390699,1346767.3436952636,67989.32884390699,120066.2615754102,13019.233182875803,9854112.93797222,4772272.252256364,4876426.11771937
sample171,144479.34337239107,182156345.47183573,114666.14553364369,0.0,114666.14553364369,73386.33314153197,94026.23933758785,114666.14553364369,133012.7288190267,262943231.6461091,20057402.176744953,114666.14553364369,114666.14553364369,246963357.60454053,243422467.03046155,41309625.58995048,263048724.50000006,245259418.6819105,1547992.9647041901,26980944.044066366,26953424.16913829,39901525.322797336,142186.0204617182,142186.0204617182,133012.7288190267,15057958.231478093,1229221.0801206606,27967072.895655703,12727942.154234452,1252154.3092273893,133012.7288190267,27350169.032684702,0.0,1126021.5491403814,0.0,75679.65605220485,26985530.68988771,75679.65605220485,220158.9994245959,38986.489481438846,48769805.01836935,1410393.5900638173,44926195.82008161
sample172,70138.77996160873,190014947.06727514,61146.6286844794,0.0,61146.6286844794,77332.50098331219,64743.48919533113,61146.6286844794,86324.65226044151,290299014.9703323,8729580.459837146,61146.6286844794,61146.6286844794,288263191.92119026,281197159.44762194,23449732.10049785,290424905.08821213,282966814.818961,2237247.237749776,4958272.21420911,4843172.677861854,20712521.251739684,95316.80353757083,95316.80353757083,86324.65226044151,19081345.010068428,2739009.2790135923,5710016.06097712,15916107.760518903,976547.6286962446,86324.65226044151,5125526.227963715,0.0,1046686.4086578533,0.0,39565.465619369024,4826986.805563021,39565.465619369024,187036.74656428996,21581.163065110377,14876615.072882755,3332491.2633041283,9961505.184803866
sample173,147717.56688344252,280732891.2276624,147717.56688344252,14482.114400337505,147717.56688344252,304124.4024070875,150613.98976351004,147717.56688344252,182474.64144425254,363782024.46783787,10971649.86969569,147717.56688344252,286745.86512668256,363506864.2942314,347318756.8175342,192536814.52960703,363782024.46783787,347562056.3394599,1827642.8373225925,179555047.18114448,179508704.41506338,185915591.82577267,167992.52704391503,167992.52704391503,167992.52704391503,8764575.635084255,4138988.2956164577,181617300.2717525,4359116.434501588,1370008.0222719274,167992.52704391503,180059024.7622762,0.0,23171.38304054,0.0,156406.83552364502,179705661.17090797,130339.02960303752,147717.56688344252,17378.53728040501,184751229.82798558,1659650.3102786778,181785292.79879645
sample174,52818.608493517015,312117733.4473571,52818.608493517015,20121.37466419696,52818.608493517015,337033.0256252989,95576.52965493556,52818.608493517015,95576.52965493556,409988099.81401116,54526410.168140724,52818.608493517015,52818.608493517015,382472119.96072185,369229740.25984716,37820638.853191204,410078646.00000006,369830866.32794017,6853843.2449920885,9698502.588142935,9585319.855656825,26069756.049300183,95576.52965493556,95576.52965493556,75455.15499073859,25936451.942149874,18383390.927576944,12163370.984507058,15541246.756259123,6398597.143214633,75455.15499073859,9892170.81928583,0.0,296790.2762969051,20121.37466419696,90546.18598888631,9567713.652825654,52818.608493517015,143364.7944824033,0.0,51402566.75152415,4806493.372910048,40637631.30617876
sample175,12084.747242469199,220949462.08314526,0.0,0.0,0.0,545827.7504515257,18127.1208637038,0.0,18127.1208637038,312132908.27665615,28240040.181110106,0.0,36254.2417274076,291379369.0122557,282221144.7270044,43928056.22637554,312249727.50000006,282742802.98297095,1415929.5519093082,23750556.5805328,23712288.21426498,40363055.78984713,38268.36626781913,38268.36626781913,18127.1208637038,19482626.679400764,6940673.166258144,25682102.01478746,15933739.239195641,1144022.7389537508,18127.1208637038,24008364.52170548,0.0,370598.91543572216,0.0,0.0,23917728.91738696,0.0,124875.72150551506,0.0,52792218.328726694,3430054.0923208413,48101322.27410824
sample176,64345.07631166316,53820705.3212485,53056.466432424,0.0,59829.632359967494,1421235.983796209,56443.04939619575,53056.466432424,73375.96421505447,137064043.43174592,23733173.410112396,53056.466432424,99339.76693730452,136519932.43556657,89704938.40537392,39980869.6093013,137507685.8,92900743.86218652,746177.1130177078,3811034.695231137,3739916.45299193,12026884.96534139,80149.13014259796,80149.13014259796,73375.96421505447,9699173.608242277,27381652.123082485,4920705.046360346,848903.4629187841,218999.03165723948,73375.96421505447,4028904.865900452,0.0,1456230.6744218501,0.0,50798.74445657617,3836998.4979533865,36123.55161356528,430096.0363990116,16932.914818858724,25603696.067102324,16080624.772976171,14310570.743911467
sample177,60807.87773735337,42577458.820702896,54292.7479797798,0.0,54292.7479797798,1160778.9518076915,46691.76326261062,54292.7479797798,59722.02277775778,90284496.47053541,11514405.991551697,54292.7479797798,64065.44261614016,89218186.90021254,65138267.31622059,26067034.16005187,90425657.61528285,67520633.09757333,781815.570908829,3570291.107150318,3557260.847635171,11213624.167743716,66237.15253533135,66237.15253533135,59722.02277775778,8953959.996825282,7507601.1906439485,7895251.411219576,1275879.577524825,330099.9077170611,59722.02277775778,3891704.175190614,5429.274797977978,299695.96884838445,0.0,41262.488464632646,3618068.725372524,41262.488464632646,172650.93857569975,18459.53431312513,15571160.120600842,9132040.210198963,10591429.27589544
sample178,31529.910309626684,29719429.670268636,31529.910309626684,0.0,31529.910309626684,91270.7930015509,35678.582718788086,31529.910309626684,45635.39650077546,59642144.288586184,9422464.775687383,31529.910309626684,41486.72409161406,58998270.33068435,53517044.3437003,18633347.25850753,59867832.067644574,55263635.427957244,1739953.2084022935,3981066.043831284,3947876.6645579934,5921814.996836989,41486.72409161406,41486.72409161406,45635.39650077546,4519563.722540435,5066358.746067908,5741762.614279385,876199.6128148886,1315129.1537041657,45635.39650077546,4171904.9746527085,0.0,761696.2543220338,0.0,33189.37927329124,4034169.0506685507,21573.09652763931,205774.15149440576,9956.813781987372,12539777.223931266,5092080.515004708,8878988.69008724
sample179,20578.059552792114,29837476.763288125,20578.059552792114,1419.1765208822146,20578.059552792114,378210.54281511024,17030.11825058658,20578.059552792114,26964.35389676208,60331322.66748428,6391261.461793055,20578.059552792114,26964.35389676208,59778553.412600644,53344007.06692069,16972641.60149085,60485303.32,54628361.8183191,687591.024367433,3657217.8943134677,3584839.891748475,7288181.022990614,30512.29519896762,30512.29519896762,25545.177375879866,4666961.988921164,3784234.1929324255,5194895.654689347,1712946.0607048334,511613.1357780383,25545.177375879866,3820423.194214922,0.0,497421.3705692163,0.0,12063.000427498826,3711146.6021069917,12063.000427498826,149723.12295307367,8515.059125293288,11811096.595042234,6148582.2767221965,8888302.550285311
sample180,19098.17528293345,30711775.672485296,19098.17528293345,0.0,19098.17528293345,1115333.4365233136,19098.17528293345,19098.17528293345,19098.17528293345,65359685.27078315,8051790.6992847435,19098.17528293345,23872.719103666815,63819417.43421456,51709264.48730645,21050963.7056134,65391197.25999998,53037542.578234494,1091460.717419647,3748016.8992756903,3730828.54152105,7473115.98821186,23872.719103666815,23872.719103666815,19098.17528293345,4873854.332204617,4988443.383902218,5218576.396061567,378143.87060208246,453581.6629696695,19098.17528293345,4002977.539302852,0.0,82122.15371661386,0.0,19098.17528293345,3849237.228275238,19098.17528293345,55384.708320507016,0.0,16851274.96089633,11424528.454250794,13623683.338080576
sample181,49660.29571189032,59722596.00717315,49660.29571189032,0.0,49660.29571189032,227687.77090545942,59967.14953888643,49660.29571189032,59967.14953888643,113793288.17030627,5290226.973383637,49660.29571189032,56219.20269270602,113578718.21336244,94010687.72945455,13112192.041362135,113986307.43288456,95830315.92327514,1173107.3628544654,1910515.9048404596,1873036.4363786555,6865301.635490951,66526.05651970214,66526.05651970214,59967.14953888643,6811893.392932881,2707891.59636534,3377837.095120086,3636445.4275065344,1074723.7581422299,59967.14953888643,2042631.0311683186,0.0,1015693.5953148887,0.0,49660.29571189032,1933940.572629087,49660.29571189032,249238.46527099668,0.0,22140995.99381072,2924335.526732259,4468489.627358584
sample182,75888.24242526328,46704585.88089434,75888.24242526328,0.0,75888.24242526328,1156832.963799745,55527.98226238776,75888.24242526328,75888.24242526328,126183637.82579204,13004653.445851212,75888.24242526328,75888.24242526328,125732010.23672463,93351792.84678422,23277330.16439295,126368731.1,96461359.85347794,579341.9482709124,1543677.9068943798,1515913.9157631858,5391767.077677852,75888.24242526328,75888.24242526328,75888.24242526328,4973456.277967865,13247125.63506364,2300709.398404933,1534423.2431839819,429416.3961624654,75888.24242526328,1626969.8802879616,0.0,766286.1552209513,0.0,61080.78048862654,1523317.6467315042,55527.98226238776,260981.51663322255,20360.26016287551,17409873.372000646,10430006.001618503,9595235.334940609
sample183,29472.136805466856,70558974.79745176,29472.136805466856,0.0,29472.136805466856,246494.2351002682,24113.566477200155,29472.136805466856,29472.136805466856,125500396.37317024,5902465.216585771,29472.136805466856,29472.136805466856,125178882.15347426,114681442.8803998,17278710.02349598,125824589.87803037,118151117.16795246,415289.2004406692,1401266.1408417418,1350359.7227232081,6229338.00661004,29472.136805466856,29472.136805466856,29472.136805466856,6406170.827442841,2805211.5668476177,2931137.9695618846,3665262.104534424,251852.80542853492,29472.136805466856,1543268.2545408092,0.0,2553358.761419083,0.0,24113.566477200155,1481644.6957657423,24113.566477200155,353665.6416656023,5358.570328266701,18361141.229805846,6309716.561534041,7625245.577123513
sample184,55319.43638282532,99393468.58845443,46675.774448008866,0.0,46675.774448008866,523805.9132498771,46675.774448008866,46675.774448008866,46675.774448008866,164613355.3514185,8807891.51157797,46675.774448008866,48404.506834972155,164241677.88822135,141460442.49281916,18794778.511064906,165437960.69999996,143799417.41238052,556651.8286021797,2077936.329129876,1804796.611989676,5765322.510522576,57048.16876978861,57048.16876978861,46675.774448008866,7587406.446381884,2963047.311255081,5136063.921667937,2663976.6083104317,319815.4915882088,46675.774448008866,2257724.4973740582,0.0,7048041.94164934,0.0,65691.83070460506,1908520.5552074735,46675.774448008866,864366.1934816457,0.0,41726413.62413297,8840737.426930271,10591943.334924083
sample185,63425.762702485474,71621038.88325399,50072.9705545938,0.0,50072.9705545938,578620.9930753061,50072.9705545938,50072.9705545938,63425.762702485474,143788429.5118926,21315507.19875109,50072.9705545938,72327.62413441326,143538064.6591196,117391072.16818973,20498761.41237171,143978706.80000004,119639904.91243045,697683.3897273404,1025939.5300296774,1010361.2725238038,3803320.2967911465,63425.762702485474,63425.762702485474,50072.9705545938,3737669.0687306793,21186430.207988136,1399817.7101706446,1396479.5121336717,608664.7754080625,50072.9705545938,1128310.936496847,0.0,1023714.0646716955,0.0,50072.9705545938,1055983.3123624336,50072.9705545938,240350.25866205024,0.0,14515597.797437249,4710197.43016879,4393068.616656361
sample186,110208.66393773667,283316418.0755743,110208.66393773667,0.0,110208.66393773667,220417.3278754733,140265.5722843921,110208.66393773667,160303.5111821624,357000928.88740003,38382671.95867899,110208.66393773667,110208.66393773667,349561844.0716029,333245952.32409334,23669815.322991163,357226355.7,332724965.91275144,786489.1017374843,1272409.1200084141,1031953.8532351705,13851225.263083717,135256.08755994955,135256.08755994955,160303.5111821624,14808036.845452249,34099562.5192806,2134040.4926125365,12473616.96386201,641214.0447286495,160303.5111821624,1317494.482528397,0.0,1117115.0935506942,0.0,90170.72503996636,921745.1892974338,90170.72503996636,310588.05291543965,20037.938897770302,24260934.52047539,3696999.72663862,11406596.717555743
sample187,86700.90872187218,225126937.3582598,86700.90872187218,0.0,86700.90872187218,250469.29186318637,131656.93546654662,86700.90872187218,131656.93546654662,320899330.0482539,21315578.966510653,86700.90872187218,154134.9488388839,319849285.709289,290419143.9153646,37763062.46552656,321075943.0104651,296963456.9514822,1409692.5529222924,3384546.584920493,3323534.8343384345,21822939.83977198,86700.90872187218,86700.90872187218,131656.93546654662,21379801.86186019,16864932.318787884,5060764.153543355,18110856.488568857,1008299.4569876987,131656.93546654662,3683183.0482958304,12844.579069906993,982610.2988478848,41744.88197719772,99545.48779177917,3509781.230852086,86700.90872187218,218357.84418841882,0.0,25795125.91714072,15468084.344935495,15169447.88156016
sample188,77337.96688594752,202104929.23329642,62465.28094634222,0.0,62465.28094634222,166574.0825235793,62465.28094634222,62465.28094634222,62465.28094634222,299970177.25308716,11579873.27257668,62465.28094634222,151701.396583974,293452966.27435213,279133544.25170016,37773647.74940953,300217063.83968467,279898000.3089959,1264178.3048664504,9851667.166394548,9818947.257327415,34281541.0907902,95185.19001347388,95185.19001347388,62465.28094634222,27029619.426638667,6430949.40028533,11368681.132234287,24096725.7593485,1168993.1148529763,62465.28094634222,10140197.27362289,0.0,1088680.6107791078,0.0,62465.28094634222,9964699.579535548,62465.28094634222,327199.09067131655,0.0,30120163.564888645,4295231.69935801,20860429.298890386
sample189,71114.32043000551,232011892.68930173,71114.32043000551,0.0,71114.32043000551,290146.4273544225,88181.75733320683,71114.32043000551,88181.75733320683,329683144.94068843,19081394.457779083,71114.32043000551,102404.62141920794,327194143.7256382,313153332.29993796,37673522.390999734,329833907.3000001,314259871.1258289,3251346.730059853,5234013.983648405,5071873.333067994,22730981.382246967,102404.62141920794,102404.62141920794,88181.75733320683,24807519.53880313,11432338.152327688,9426914.316201534,16296557.669740066,2964044.8755226303,88181.75733320683,5413222.07113202,0.0,725366.0683860562,11378.291268800882,71114.32043000551,5051961.323347592,71114.32043000551,236099.54382761833,0.0,27470039.69570254,4534249.070617152,10248995.860372396
